root	Akkadian:	Amharic:	Amorite:	Arabic:	Aramaic:	Argobba:	Biblical Aramaic:	Canaanite:	East Ethiopic:	Eblaitic:	Epigraphic South Arabian:	Gafat:	Geʕez (Ethiopian):	Gurage:	Harari:	Harsusi:	Hebrew:	Jibbali:	Judaic Aramaic:	Mandaic Aramaic:	Mehri:	Modern Arabic:	Modern Aramaic:	Phoenician:	Soqotri:	Syrian Aramaic:	Tigrai (Tigriñña):	Tigre:	Ugaritic:
ḫurr	h_urru	-	-	ḫurr	-	-	-	-	-	-	-	-	-	-	-	h_errayt	ḥor	-	-	-	-	-	-	-	-	-	-	-	h_r
ḫurVz	-	-	-	ḫurzat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥapr	-	-	-	ḥafr	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥfǝret	-	-	-	-	-	-	-	-	-	-	-
pāḥat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pāḥāt	-	-	-	-	-	-	-	-	-	-	-	-
šūḥ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šūḥā	-	-	-	-	-	-	-	-	-	-	-	šḥ
gūr	-	-	-	gūrat	-	-	-	-	-	-	-	-	-	-	-	-	gōr	-	-	-	-	-	-	-	-	-	-	-	-
gubb	gubb	-	-	ǯubb	gubb	-	-	-	-	-	-	-	gǝbb	-	-	gēbyǝt	gēb	-	-	gub	gēbyǝt	-	-	-	geb	gubb	-	gǝbb	gb
ḳVdVḥ	-	-	-	qdḥ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVbuŝ	-	-	-	nbš	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVku	-	-	-	nkš	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ɣVwVṭ	-	-	-	ɣwṭ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕVziḳ	-	-	-	ʕzq	-	-	-	-	-	-	-	-	-	-	-	-	ʕzḳ	-	-	-	-	-	-	-	-	-	-	-	-
ḫVpp	-	-	-	ḫff	-	-	-	-	-	-	-	-	-	-	-	h_ef	-	-	-	-	h_ef	-	-	-	-	-	-	-	-
ḳVlVl	qallu	-	-	qll	-	-	-	-	-	-	-	-	-	-	-	qel	qll	-	-	-	-	-	-	-	qel	-	-	-	-
ḳVṭVn	ḳatān	-	-	ḳatīn	-	-	-	-	-	-	-	-	ḳṭn	-	-	ḳayṭen	ḳāṭān	-	-	ḳotān	ḳáyṭen	-	-	-	ḳǝ́ṭhɔn	ḳṭn	-	-	-
wVkVš	-	-	-	w	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳVtir	-	-	-	qtr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ɣVyVṣ̂	-	-	-	ɣyḍ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hunay	-	-	-	gunayyat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳišu	-	-	-	qsṭ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕVdil	-	-	-	ʕdl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
t_VpVṭ	špṭ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	špṭ	-	-	-	-	-	-	špṭ	-	-	-	-	spṭ
ḫVyVr	-	-	-	ḫyr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʔanaḳ	-	-	-	ʔnq	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bhy	-	-	-	bhy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥVmVd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥĕmĕd	-	-	-	-	-	-	-	-	-	-	-	-
bVɣiw	buʔû	-	-	bɣw	-	-	-	-	-	-	-	-	-	-	-	beɣayt	-	-	-	-	beɣayt	-	-	-	-	-	-	-	-
wad	-	-	-	wdd	-	-	-	-	-	-	-	-	wdd	-	-	-	ydd	-	-	-	-	-	-	-	-	-	-	-	ydd
ŝVyaʔ	-	-	-	šyʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
wVlaʕ	-	-	-	wlʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dVwVr	-	-	-	dwr	-	-	-	-	-	-	-	-	-	-	-	medawwer	drdr	-	-	-	dōr	-	-	-	-	-	-	-	-
ʕVkiš	-	-	-	ʕks	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVwVʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	nwʕ	-	-	-	-	-	-	-	-	-	-	-	-
tVlVy	tullû	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tlh	-	-	-	-	-	-	-	-	-	-	-	-
ŝVnVḳ	-	-	-	šnq	-	-	-	-	-	-	-	-	-	-	-	-	-	ŝónúḳ	-	-	-	-	-	-	ŝǝ́nɔḳ	-	-	-	-
rVtVḫ	-	-	-	ʔrtḫ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVṣVl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	nṣl	-	-	-	-	-	-	-	-	-	-	-	-
pVṣ	-	-	-	fṣṣ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVsaʕ	-	-	-	nsʕ	nsʕ	-	-	-	-	-	-	-	-	-	-	-	nsʕ	-	-	-	-	-	-	-	-	-	-	-	nsʕ
ḥadab	-	-	-	ḥdb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gVnaḥ	-	-	-	gnḥ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥVgin	-	-	-	ḥgn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
zawaɣ	-	-	-	zwɣ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVkub	-	-	-	nkb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVkuš	-	-	-	nks	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bVyVn	-	-	-	byn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gVʕVl	-	-	-	gʕl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṣVwVr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ṣwr	-	-	-	-	-	-	-	-	-	-	-	-
ɣum	-	-	-	ɣmm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳVm	-	-	-	qmm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVtaḥ	petû	-	-	ftḥ	-	-	-	-	-	-	-	-	ftḥ	-	-	fetōh	ptḥ	-	-	-	fōteḥ	-	-	-	-	ptḥ	-	-	ptḥ
pVg	-	-	-	fgw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʔVbVn	-	-	-	ʔbn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŝxVḥar	-	-	-	šḥr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŝxVḥ	-	-	-	šḥy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕVrVb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʕrb	-	-	-	-	-	-	-	-	-	-	-	-
ʕVlit_	-	-	-	ʕlt_	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫVliṭ	-	-	-	ḫlṭ	-	-	-	-	-	-	-	-	-	-	-	h_elōt	-	-	-	-	h_elōt	-	-	-	-	-	-	-	-
mVŝug	-	-	-	mšg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŝxiwab	-	-	-	šwb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mVlVʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mlʔ	-	-	-	-	-	-	-	-	-	-	-	-
ḳVhVl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	qhl	-	-	-	-	-	-	-	-	-	-	-	-
gVmaʕ	-	-	-	gmʕ	-	-	-	-	-	-	-	-	-	-	-	egtōma	-	-	-	-	gatmaʔ	-	-	-	-	-	-	-	-
ŝVʕab	-	-	-	šʕb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gVmu	-	-	-	gmm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕVruk	-	-	-	ʕrk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥVlVʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥlʕ	-	-	-	-	-	-	-	-	-	-	-	-
mVtur	-	-	-	mtr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gur	-	-	-	grr	-	-	-	-	-	-	-	-	-	-	-	ger	grr	gerr	-	-	-	-	-	-	-	-	-	-	-
muṭ	-	-	-	mṭṭ	-	-	-	-	-	-	-	-	-	-	-	meṭ	-	-	-	-	meṭ	-	-	-	-	-	-	-	-
ʔVkul	-	-	-	ʔkl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gVḥaš	-	-	-	gḥs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVruk	-	-	-	frk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVšVp	našāpu	-	-	nsf	-	-	-	-	-	-	-	-	-	-	-	-	nšp	-	nǝšap	-	-	-	-	-	-	-	-	-	-
ṭ_in	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ṣinā	-	-	-	-	-	-	-	-	-	-	-	-
nVšVm	-	-	-	nsm	-	-	-	-	-	-	-	-	-	-	-	ansōm	nāšam	enúsum	nšm	nšm	hǝnsōm	-	-	-	-	nǝšam	-	-	-
hVwVy	-	-	-	hwy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVʔVy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pʔy	-	-	-	-	-	-	-	-	-	-	-	-
pVw	-	-	-	fḫḫ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥVmVl	-	-	-	ḥml	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥapp	-	-	-	ḥāfāt	-	-	-	-	-	-	-	-	-	-	-	-	ḥōp	-	-	-	-	-	-	-	-	-	-	-	-
gVbVl	-	-	-	ǯabal	-	-	-	-	-	-	-	-	-	-	-	-	gǝbūl	-	-	-	-	-	-	gbl	-	-	-	-	gbl
karm	karm	-	-	karm	karm	-	-	-	-	-	-	-	ka	-	-	kermaym	käräm	-	-	-	karmaym	-	-	-	-	karm	-	-	krm
rVmVy	ramû	-	-	rmy	-	-	-	-	-	-	-	-	-	-	-	-	rmh	-	-	-	-	-	-	-	-	-	-	-	-
ḫVd_ip	-	-	-	ḫd_f	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVbul	-	-	-	nbl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
t_Vr	-	-	-	-	trtr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	trr	-	-	-	-
ṣVbub	-	-	-	ṣbb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hVgul	-	-	-	hgl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVgul	-	-	-	ngl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tmm	-	-	-	tmm	-	-	-	-	-	-	-	-	-	-	-	-	tmm	-	-	tmm	-	-	-	tm	-	pa	-	-	tm
matāʕ	-	-	-	matāʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lVḥum	-	-	-	lḥm	-	-	-	-	-	-	-	-	-	-	-	-	lḥm	-	-	šlhm	-	-	-	-	-	-	-	-	-
ŝVwVr	-	-	-	ḥāfāt	-	-	-	-	-	-	-	-	-	-	-	-	ḥōp	-	-	-	-	-	-	-	-	-	-	-	-
gVwVr	-	-	-	gwr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tVl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tll	-	-	-	-	-	-	-	-	-	-	-	-
šan	šattu	-	-	sanat	-	-	-	-	-	-	-	-	-	-	-	senet	šanā	-	-	-	senēt	-	-	-	sanah	šatt	-	-	šnt
ḫVl	-	-	-	ḫll	-	-	-	-	-	-	-	-	-	-	-	-	ḥll	-	-	-	-	-	-	-	-	-	-	-	-
bVḥVr	bêru	-	-	-	-	-	-	-	-	-	bḥr	-	-	-	-	-	bḥr	-	-	-	-	-	-	-	-	-	-	-	-
ḥālaḳ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥālāḳ	-	-	-	-	-	-	-	-	-	-	-	-
dVhVr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dhr	-	-	-	-	-	-	-	-	-	-	-	-
dVp	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dōfa	dpy	-	-	-	dōfa	-	-	-	-	-	-	-	-
ʔawān	-	-	-	ʔawān	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕaṣr	-	-	-	ʕṣr	-	-	-	-	-	-	-	-	-	-	-	ʔāṣer	ʕăṣrā	ʕac̣ǝr	ʕăṣarǝtt	-	ʕac̣ar	-	-	-	ʕáṣer	ʕāṣart	-	-	-
ḥawl	-	-	-	ḥawl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫVṣ̂ib	h_aṣabu	-	-	h_db	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫVṣ̂ar	-	-	-	ḫḍr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
raʕd	rādu	-	-	raʕd	-	-	-	-	-	-	-	-	raʕad	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
galgāl	-	-	-	galgāl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hazīm	-	-	-	hazīm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVṭ	-	-	-	nṭṭ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
wVgVy	-	-	-	wgy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ndʔ	-	-	-	-	-	-	-	-	-	-	-	-
baʕVṣ̂	-	-	-	baʕḍ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕāŝir	-	-	-	ʕāšir	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕVlVl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʕll	-	-	-	-	-	-	-	-	-	-	-	-
duḫḫān	-	-	-	duḫḫān	-	-	-	-	-	-	-	-	-	-	-	nedēḫ	-	mǝndoḫ	-	-	nidiḫ	-	-	-	-	-	-	-	-
daʕar	-	-	-	dʕr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕat_an	-	-	-	ʕat_an	-	-	-	-	-	-	-	-	-	-	-	-	ʕāšān	-	-	-	-	-	-	mʕšn	-	-	-	-	-
ŝammām	-	-	-	šammām	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʔarVk	ark	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʔārōk	-	-	aruk	-	-	-	-	-	ʔarrīk	-	-	ʔrk
ḥVkVy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥkh	-	-	-	-	-	-	-	-	-	-	-	-
tVnuḫ	-	-	-	tnḫ	-	-	-	-	-	-	-	täwannä	-	tonna	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mrʔ	marû	mora	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mǝrīʔ	-	-	-	-	-	-	-	mer	-	-	-	mru
ḥalīb	h_ilpu	-	-	ḥalīb	-	-	-	-	-	-	-	-	ḥalīb	-	-	-	ḥālāb	-	-	-	-	-	-	ḥlb	-	ḥalǝb	-	-	ḥlb
š	-	säräsär	-	sarīr	-	-	-	-	-	-	-	-	-	-	-	sār	-	sér	-	-	sār	-	-	-	sar	-	-	-	-
duhn	-	-	-	duhn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dahănā	-	-	-	-	-	-	dūhānā	-	dähanä	-
wadak	-	-	-	wadak	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kuṭ_r	-	-	-	kuẓr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕāpiy	-	-	-	ʕfw	-	-	-	-	-	-	-	-	-	-	-	ʔafyet	-	-	-	-	ʔafyēt	-	-	-	-	-	-	-	-
bVlVl	-	-	-	bll	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bVrVʔ	-	-	-	brʔ	-	-	-	-	-	-	bry	-	-	-	-	-	brʔ	-	brʔ	-	-	-	-	-	-	-	-	-	-
ʔVsay	-	-	-	ʔsy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVyVʔ	-	-	-	fyʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕapar	eper	-	-	ʕafar	-	-	-	-	-	-	-	-	-	-	-	ʔāfor	ʕapār	ʕɔ́fɔ́r	-	-	ʔafur	-	-	-	ʕafer	ʕapr	-	ʕäfär	ʕpr
dawVr	-	-	-	dawr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kur	-	-	-	kurat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kakkar	kakkaru	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kikkār	-	-	-	-	-	-	-	-	-	-	-	-
ḥad_im	-	-	-	ḥad_im	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
salān	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	salōn	-	-	-	-	-	-	-	-	-	-	-	-
ḳVyVṣ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḳēṣ	ḳéṣi	-	-	-	-	-	-	máḳṣa	ḳeṣṣā	-	-	ḳṣ
zawal	-	-	-	zwl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVhVy	-	-	-	nhy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳʷirap	-	ḳärräfä	-	ḳirf	-	-	-	-	-	-	-	-	ḳǝrrāf	ḳǝrfǝt	ḳǝrfit	-	-	-	-	-	-	-	-	-	-	-	ḳäräfä	ḳärfa	-
sipVl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sēpĕl	-	-	-	-	-	-	-	-	-	-	-	-
ḳVŝu	-	-	-	qšr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kalap	-	-	-	kalaf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŝVwVk	-	-	-	šwk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥVdVd	-	-	-	ḥdd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳayt_̣	-	-	-	qyẓ	qayṭ	-	-	-	-	-	-	-	-	-	-	qayẓ	qayiṣ	qoẓ	-	-	qayẓ	-	-	-	qiyaṭ	-	-	-	-
ḳāṭiʕ	-	-	-	qāṭiʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hVdaʔ	-	-	-	hdʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šVl	-	-	-	sll	šlh	-	-	-	-	-	-	-	-	-	-	-	šlh	-	-	-	-	-	-	-	-	-	-	-	-
nVṣit	-	-	-	nṣt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gada	-	-	-	gdr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lVban	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	lābān	lūn	-	-	lbōn	-	-	lbn	libnon	-	-	-	lbn
bVr	-	-	-	-	-	-	-	-	-	-	-	-	brr	-	-	-	brr	-	-	-	-	-	-	-	-	-	-	-	brr
mVwVṣ	-	-	-	mwṣ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṣVpVʔ	-	-	-	ṣfw	-	-	-	-	-	-	-	-	-	-	-	ṣafi	-	ṣefi	-	-	ṣofi	-	-	-	-	-	-	-	-
bVdaʔ	-	-	-	bdʔ	-	-	-	-	-	-	-	-	-	-	-	bedō	-	bedeʔ	-	-	-	-	-	-	bedeʔ	-	-	-	-
ŝxVrim	-	-	-	šrm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gVwVp	-	-	-	ǯwf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dalt	daltu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dälät	-	-	-	-	-	-	dlt	-	ʔdltʔ	-	-	-
bVʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	bʕh	-	-	-	-	-	-	-	-	-	-	-	-
bVraḥ	-	-	-	brḥ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṭVraḥ	-	-	-	ṭrḥ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dVḥ	dah_û	-	-	dḥw	-	-	-	-	-	-	-	-	-	-	-	-	ndḥ	-	-	dhʔ	-	-	-	dḥy	dyaḥšédaḥ	deḥaʔ	-	-	-
pVwVḥ	-	-	-	fḥḥ	-	-	-	-	-	-	-	-	-	-	-	-	pwḥ	-	pwḥ	-	-	-	-	-	-	pāḥ	-	fǝḥot	-
zVnaḫ	-	-	-	znḫ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šVhVk	-	-	-	shk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫVm	-	-	-	ḫmm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVŝxay	-	-	-	nšy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVpVḫ	napāh_u	näffa	-	nfh_	-	-	-	-	-	-	-	-	nafh_a	-	-	nefōh_	npḥ	nifh_	nǝpaḥ	-	nefh_	-	-	-	náfaḥ	nǝpaḥ	näfḥe	näfḥa	-
nVŝaḳ	-	-	-	nšq	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šVyVl	-	-	-	syl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hVmVl	-	-	-	hml	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳVwVm	ḳamām	ḳomä	-	ḳwm	-	ḳoma	ḳwm	-	-	-	ḳwm	ḳomä	ḳwm	-	-	-	ḳwm	-	-	ḳwm	-	-	-	-	-	ḳwm	ḳomä	-	ḳm
rVyVm	-	-	-	rym	-	-	-	-	-	-	-	-	rayama	-	-	-	rw	rihm	-	rum	-	-	-	-	riyyom	rām	-	räyim	rm
nVŝaʔ	-	-	-	nšʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šVʔVw	-	-	-	sʔw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hVyVg	-	-	-	hyg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
t_̣Vhar	-	-	-	ẓuhr	-	-	-	-	-	-	-	-	-	-	-	d_̣ahr	ṣohŏrayim	d_̣óhur	ṭihărā	-	d_̣ahr	-	-	-	ḍuhr	ṭahrā	-	-	-
hVpil	-	-	-	ḥfl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šVmVw	-	-	-	smw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
buɣat_	-	-	-	buɣat_	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dugg	-	-	-	dugg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥidVw	-	-	-	ḥidʔat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥǝdo	-	-
ʕāgur	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʕāgur	-	-	-	-	-	-	-	-	-	-	-	-
