root	ags.	ahd.	ai.	air.	aisl.	aksl.	alb.	anord.	arm.	as.	av.	cymr.	gall.	got.	gr.	hitt.	lat.	lett.	lit.	mhd.	mir.	mnd.	norw.	russ.	slav.	umbr.	vgl.
kʷel	-	-	caramá	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kʷel	-	-	kúlam	-	-	čeljadь	-	-	-	-	-	-	-	-	τέλος	-	-	-	-	-	-	-	-	-	-	-	-
kʷem	-	-	cā́mati	-	-	-	-	-	kimk	-	-	-	-	-	ἔτεμεν	-	-	-	-	-	-	-	-	-	-	-	-
kʷene	-	-	cana	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kʷenth	-	-	-	cēssaim	-	-	-	-	-	-	-	-	-	-	πένθος	-	-	-	kenčiù	-	-	-	-	-	-	-	-
kʷer	-	-	karṓti	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kʷer	-	-	carú	coire	-	-	-	-	-	-	-	-	-	ƕaírnei	-	-	-	-	-	-	-	-	-	-	-	-	-
kʷeru	-	-	cárvati	-	-	-	-	-	-	-	-	-	-	-	τορύνη	-	-	-	-	-	-	-	-	-	-	-	-
kʷetu̯er	-	-	catvā́raḥ	-	-	-	-	-	čork	-	čaɵwārō	-	-	-	hom	-	quattuor	-	-	-	-	-	-	-	-	-	-
kʷrei	-	-	krīṇā́ti	crenaim	-	-	-	-	-	-	-	prynu	-	-	πρίαμαι	-	-	-	-	-	tochra	-	-	-	-	-	-
kʷr̥mi	-	-	kŕ̥mi	cruim	-	-	krimp	-	-	-	-	-	-	-	-	-	-	cèrme	kirmìs	-	-	-	-	-	-	-	it
kʷsep	-	-	kṣáp	-	-	-	-	-	-	-	-	-	-	-	ψέφας	-	-	-	-	-	-	-	-	-	-	-	-
kʷās	-	-	kā́s	-	hosti	-	kollë	-	-	-	-	-	-	-	-	-	-	-	kósiu	-	cassachtach	-	-	-	kašъlь	-	-
lā	-	-	rā́yati	īid	-	ajǫ	eh	ō	am	-	-	edliw	-	aílōun	λη̃ρος	-	āmentum	-	óju	-	-	-	-	-	-	-	isl
lā	-	-	-	-	-	-	-	-	-	-	-	-	-	-	λῃ̃το	-	-	-	-	-	-	-	-	-	-	-	-
lab	apian	affan	-	-	-	-	ap	-	apel	-	-	-	-	-	λαφύσσω	-	ambō	-	-	-	-	-	-	dial	-	-	-
labh	-	-	ábhatē	-	-	-	-	-	-	-	-	-	-	-	λάφῡρον	-	-	-	õbis	-	-	-	-	-	-	-	-
lā̆gh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	λαχαίνω	-	-	-	-	-	-	-	-	-	-	-	-
lai	-	-	-	-	-	-	-	-	-	-	-	-	-	-	λᾱρῑνός	-	āridum	-	-	-	-	-	-	-	-	-	-
laidh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	λίστρον	-	-	-	-	-	-	-	-	-	-	-	-
lai̯uo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	λαιός	-	aevus	-	-	-	-	-	-	-	-	-	-
lāip	-	-	-	assaim	-	-	-	-	-	-	-	-	-	-	λάμπω	ap	-	-	ópė	-	-	-	-	-	-	-	-
lak	-	-	-	-	-	-	-	-	akem	-	-	-	-	-	-	-	-	-	àkti	-	-	-	-	-	-	-	-
lak̂	-	ahs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ašišà	-	-	-	-	osośь	-	-	-
laku	asächs	-	-	och	-	-	-	-	-	-	-	-	-	-	λάκκος	-	acus	-	-	-	-	-	-	-	-	-	-
lāmā	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	āma	ãma	-	-	-	-	-	-	-	-	-
lāp	-	-	-	-	-	-	opë	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
las	-	-	aṣati	ainn	-	-	-	-	-	-	-	-	-	ustus	λιλαίομaι	-	ascīvus	-	okšnùs	-	-	-	-	-	-	-	russ
lat	-	-	-	-	eþja	-	-	-	-	-	-	-	-	-	λάταξ	-	-	-	-	-	aith	-	-	-	-	-	-
lāu	-	-	ṓtam	ōg	-	ovъ	-	-	-	-	-	awer	-	aun	ἀπολαύω	-	ucrum	-	ãvinti	-	-	-	-	-	-	-	-
lauko	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lē̆b	-	-	-	-	eppr	-	-	-	-	-	-	-	-	-	λοβός	-	nur	-	-	-	-	-	-	-	-	-	-
leg	-	-	-	egaim	ø̄kr	-	-	-	ič	-	-	-	-	-	-	-	-	-	-	-	-	ak	-	-	-	-	-
leg	-	-	-	-	-	-	plok	-	-	-	-	-	-	-	ἀλέγω	-	-	-	-	-	-	-	-	-	-	-	-
leĝ	-	āchin	-	iaig	-	-	-	-	-	-	-	-	-	-	λέγω	-	ēx	-	-	-	-	-	-	-	-	-	-
legh	gelæg	escan	-	esc	ag	-	agje	-	-	aldarlagu	-	gwal	egasit	igrs	λέχεται	aaki	ectus	-	palėgỹs	urlage	aigid	-	-	-	ęgǫ	-	-
lēĝh	-	-	-	-	-	oza	ethī́	-	-	-	-	-	-	-	-	-	-	-	azdà	-	-	-	-	-	ěska	-	-
lēĝh	-	-	-	-	āgr	-	-	-	-	-	-	-	-	-	-	-	-	ę̂zns	-	-	-	-	-	-	abg	-	-
legʷh	-	-	r̥hánt	-	-	-	-	-	-	-	ragu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lei	-	-	-	-	-	-	-	-	-	-	-	-	-	aflinnan	-	-	-	-	-	ī̆n	ían	-	-	-	-	-	-
lei	-	-	-	enaid	-	-	-	-	-	-	-	canlyn	-	-	ἀλί̄νω	-	īma	-	aistaũ	-	-	-	-	-	-	-	-
lē̆i	-	-	vielleicht	-	-	-	umë	-	-	-	-	-	-	-	ἄλεισον	-	-	-	-	-	-	-	-	-	-	-	-
lēi	-	-	-	airle	-	-	-	-	-	-	-	-	-	-	dor	-	-	-	-	-	-	-	-	-	-	-	-
lēi	-	lāri	rātí	-	āð	-	-	-	-	-	-	-	-	-	λάτρον	-	-	-	-	-	-	-	-	-	-	-	-
lēi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ētum	aita	ė̃tas	-	-	-	-	-	-	-	-
leid	-	-	-	-	-	-	-	-	-	-	-	-	-	-	λίζει	-	ūdō	-	-	-	aídid	-	-	-	-	-	zur
leig	-	-	-	īach	-	-	ig	-	-	-	-	-	-	-	ὀλίγος	-	-	-	igà	-	-	-	-	-	-	-	-
lē̆ig	-	-	-	-	-	-	-	-	-	-	-	-	-	eikan	-	-	-	-	ýg	-	-	-	-	-	-	-	-
leig	-	-	rḗjati	oíg	-	-	-	-	-	-	-	-	-	aikan	ἐλελίζω	-	-	-	áigyti	-	-	-	-	-	-	-	-
leig	-	-	-	-	-	-	ith	-	-	-	-	-	-	-	-	iingain	igō	-	-	-	-	īk	-	-	-	-	-
leiĝh	-	-	ḗḍhi	igur	-	-	-	-	izum	-	-	-	-	bilaigōn	λείχω	-	ingō	-	ëžiù	-	-	-	-	-	-	-	-
leik	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	iceō	īkstu	-	-	-	-	-	-	-	-	-
leik	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	illyr
leikʷ	-	-	riṇákti	ēicid	-	-	-	-	kanem	-	-	-	-	ain	λείπω	-	inquō	ìeks	vienuó	-	-	-	-	-	-	-	-
leip	-	-	ip	-	eifa	-	aparós	-	-	-	-	-	-	aflifnan	λίπος	-	caelebs	-	-	-	-	-	-	-	-	-	-
leip	-	-	-	-	-	-	-	-	-	-	-	-	-	-	λίπτομαι	-	-	-	iepiù	-	-	-	-	-	-	-	-
leis	āst	irnēn	-	-	-	-	-	-	-	-	-	-	-	ubjaleis	-	-	īra	-	ýsė	-	-	-	-	-	-	disleralinsust	-
leit	-	-	-	iuss	-	-	-	-	-	-	-	-	-	-	ἀλείτης	-	-	-	-	-	-	-	-	-	-	-	-
leith	īþan	ūzlit	-	-	-	-	-	iðinn	-	-	raēɵ	-	-	galeiþan	-	-	-	-	-	-	-	-	-	-	-	-	-
leizd	-	īsta	-	-	-	-	eth	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lek?	-	as	-	ocht	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lek	-	-	r̥kṣalā	-	ǣr	-	-	-	-	-	-	-	-	-	λάξ	-	acertus	-	ekiù	ecken	-	-	-	-	-	-	-
lēk	ǣla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	aciō	-	-	-	-	-	-	-	-	-	-
lēk	-	-	-	-	-	-	akur	-	-	-	-	-	-	-	λακίς	-	acer	-	-	-	-	-	-	-	-	-	-
lem	-	uomi	-	rolaimethar	-	-	emë	-	-	-	-	-	-	-	νωλεμές	-	-	imstu	úomas	-	em	-	aam	-	-	-	-
lem	-	-	-	-	-	-	-	-	-	-	-	ef	-	-	λάμος	-	emurēs	-	emóti	-	-	-	-	-	-	-	-
lendh	-	-	-	ind	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lendh	-	ẹntī	-	-	und	ędvьję	-	-	-	-	-	-	-	-	-	-	umbus	-	-	-	-	-	-	-	-	-	-
lendh	-	-	-	and	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
leng	-	-	raṅgati	-	-	-	ëngor	-	-	-	-	-	-	-	-	-	-	ĩguôt	éngė	-	-	-	-	jagatь	ęgъ	-	-
lengh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ἐλέγχω	ink	-	angāt	-	-	-	-	-	-	-	-	-
lenk	bæсling	-	-	-	-	-	-	-	-	-	-	-	-	-	ἠλεκάτη	-	-	ùoks	ankà	-	-	-	-	-	-	-	vorrom
lento	īðe	ind	atā	-	-	-	-	ind	-	-	-	ithr	-	-	-	-	entus	-	entà	-	-	-	-	-	lǫtъ	-	-
lep	-	-	ápati	īaig	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	epetátь	-	-	-
lep	æfer	-	-	-	-	-	japë	-	-	-	-	-	-	-	λώπη	-	epidus	-	epùs	-	-	-	-	epénь	-	-	-
lep	-	-	-	-	-	-	-	-	-	-	-	-	-	-	λέπας	-	a	-	-	-	-	-	-	-	-	vapeře	-
lēp	-	affa	-	-	-	-	ópëtë	-	-	-	-	-	-	ōfа	-	-	-	ę̃pa	opetà	-	-	mengl	dial	usw	-	-	оben
lerd	ort	-	-	-	-	-	-	-	-	-	-	-	-	-	λορδός	-	-	-	-	-	-	-	-	-	-	-	-
lerg	-	-	-	-	-	-	-	-	oɫork	-	-	-	-	-	-	-	-	-	-	-	ergg	-	-	-	-	-	-
les	-	-	-	estar	esa	-	-	-	-	-	-	-	-	isan	-	-	-	-	esù	-	-	-	-	-	-	-	-
lēs	-	-	-	-	asinn	-	-	-	-	-	-	-	-	asiws	-	-	sublestus	-	ãskana	-	-	as	-	-	lošь	-	-
leto	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lēto	-	-	-	aithe	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
letro	-	-	-	ethar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
leu	-	-	-	-	-	-	tosk	-	-	-	-	-	-	-	λυ̃μα	-	-	-	-	-	-	-	-	-	-	-	-
leu	-	ūdara	unā́ti	-	ūðr	-	aj	-	-	-	-	-	-	un	λύω	uuzzi	uō	-	-	-	on	-	-	-	-	-	aisl
lēu	-	-	-	-	-	-	-	-	-	-	-	-	-	ēw	-	-	-	-	iánas	-	-	-	-	dial	-	-	-
lēu	-	-	-	īe	-	-	erë	-	-	-	-	-	-	-	hom	-	-	-	-	-	-	-	-	-	-	-	-
lēu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	aus	-	-	-	-	-	-	-	-	-	-
leubh	ufu	gilouben	úbhyati	-	of	-	aps	-	-	-	-	-	-	ubains	λυπτά	-	ibet	-	auf	-	-	-	-	-	-	-	-
leud	-	ōskēn	-	-	ūta	-	-	-	-	ūt	-	udded	-	uton	-	-	-	-	-	-	-	-	-	-	-	-	-
leudh	-	iut	rṓdhati	uss	-	-	vielleicht	-	-	-	-	-	-	udja	ἐλεύθερος	-	-	-	-	-	-	-	-	-	-	-	-
leug	-	ucka	-	folong	ok	-	-	-	-	-	-	-	-	galūkan	λυγίζω	-	ucta	-	ùgnas	-	-	-	-	-	-	-	-
leug	-	-	-	-	-	-	-	-	-	-	-	-	λου̃γος	-	λῡγαι̃ος	-	-	-	iũgas	-	-	-	-	-	-	-	-
leuĝ	tolūcan	-	rujáti	ucht	-	-	ungë	-	ucanem	-	uruxti	-	-	-	ἀλυκτοπέδη	-	ūgeō	-	áužas	-	-	-	-	-	-	-	-
leugh	-	ochon	-	-	-	-	-	-	-	-	-	-	-	iugan	-	-	-	-	-	-	-	-	-	-	-	-	-
leugh	-	-	-	uige	-	-	-	-	-	-	-	-	-	iugan	-	-	-	-	-	-	-	-	-	-	-	-	-
leuk	-	auc	rōcaná	ōcharn	jōri	-	-	-	ois	-	raocah	wg	leuxos	auhatjan	λευκός	ukk	ūcius	-	aũkas	iehsen	och	-	-	-	-	-	it
leup	-	-	-	uib	aupr	-	abë	-	-	-	-	-	-	ubjaleis	-	-	-	-	-	-	-	-	-	-	-	-	-
lēut	-	-	-	-	-	-	-	-	-	-	-	id	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lī̆no	-	-	-	īn	-	-	iri	-	-	-	-	iain	-	ein	-	-	īnum	-	-	-	-	-	-	-	-	-	-
loĝ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ὀλόγινον	-	-	-	-	-	-	-	-	-	-	-	-
lorgā	org	-	-	orc	erka	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lou	-	ouga	-	ūaith	auðr	-	-	-	oganam	-	-	-	autro	-	λόω	aḫuuzzi	avō	-	-	-	-	-	-	-	-	-	-
lū̆s	mnd	-	уū́kā	-	ȳski	ovъ	-	-	-	-	-	-	-	-	-	-	-	-	utė̃	-	-	-	-	-	-	-	dän
mā	-	-	māyā	-	-	-	-	-	-	-	-	-	-	-	μηνύω	-	-	-	-	-	-	-	-	-	-	-	-
mā	-	-	māma	-	-	-	mëmë	-	mam	-	-	-	-	-	μάμμα	-	mamma	mãma	-	-	-	mōje	-	usw	-	-	kleinasiat
mad	as	mast	mádya	maidim	-	-	manj	-	mataɫ	-	-	-	-	mats	μαδαώ	-	madeō	-	-	-	māt	met	-	-	-	-	-
magh	-	-	maghá	-	magn	mogǫ	-	-	marthankh	-	-	-	-	mahts	μη̃χος	-	-	-	mãgulas	-	-	-	-	-	-	-	-
maghos	-	-	-	-	-	-	makth	-	-	-	maɣava	-	-	magaþs	-	-	-	mač	-	-	-	-	-	-	-	-	-
maĝ	-	-	-	-	-	-	-	-	-	gemaco	-	-	-	-	μαγη̃ναι	-	-	-	-	-	maistrid	-	-	-	-	-	-
maĝh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	μάχομαι	-	-	-	-	-	-	-	-	-	-	-	-
mai	-	-	-	-	-	-	-	-	-	-	-	-	-	-	μιαίνω	-	-	-	-	-	-	-	-	-	-	-	-
mak	-	mago	-	mēn	-	mošьna	-	-	-	-	-	megin	-	-	-	-	-	maks	mãkas	-	-	-	-	-	-	-	-
mā̆k	-	-	-	-	-	-	makë	-	mōr	-	-	-	-	-	-	-	-	-	makonė	-	-	-	-	-	makajǫ	-	igur
māk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	māceria	-	-	-	-	-	-	-	-	-	-
mā̆ken	-	as	-	-	-	-	-	-	-	-	-	-	-	-	μήκων	-	-	-	-	-	-	-	-	-	-	-	-
mak̂o	-	-	maśáka	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mit
māk̂	-	magar	-	mēr	-	-	-	-	-	-	mas	-	-	-	-	maaklaanteeš	macer	-	-	-	-	-	-	-	-	-	-
makhos	-	-	makhá	-	-	-	-	-	-	-	-	-	-	-	μάχλος	-	-	-	-	-	-	-	-	-	-	-	-
mand	-	-	mandurā́	-	-	-	-	-	-	-	-	-	-	-	illyr	-	-	-	-	-	-	-	-	-	-	-	-
māno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mānō	-	-	-	-	-	-	-	-	-	-
manus	-	mannisko	mánu	-	-	možь	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
marko	-	marah	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
math	-	-	-	-	-	-	-	-	matil	-	-	-	-	maþa	-	-	-	-	-	-	-	-	-	-	-	-	-
mat	-	gl	matyá	-	-	-	-	-	-	-	-	-	-	-	-	-	mateola	-	-	-	-	-	-	-	-	-	-
mātér	-	muoter	mātár	māthir	-	mati	motrë	-	-	-	-	-	-	-	μήτηρ	-	māter	-	mótė	-	-	-	-	-	-	-	-
mauro	-	-	-	-	-	-	-	meyrr	-	-	-	-	-	-	ἀμυδρός	-	-	-	-	-	-	-	-	smuryj	-	-	-
mazdos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mālus	-	-	-	maide	-	-	-	-	-	-
mē	-	-	av	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mē	-	mād	-	-	-	-	-	-	-	-	-	medi	-	-	-	-	metō	-	-	-	-	-	-	-	-	-	-
mē	mǣð	-	mā́ti	-	mǣla	měra	mat	-	-	-	ap	-	mataris	mēl	μέτρον	-	mētior	-	metù	-	-	-	-	-	-	mefe	-
mē	-	-	-	-	-	-	-	-	-	-	-	-	-	mōþs	μαίομαι	-	mōs	-	-	-	-	-	-	-	-	-	-
med	-	-	addhā́	midiur	-	-	-	-	mit	-	-	-	-	mitōn	μέδομαι	-	meditor	-	-	-	-	-	-	-	-	-	-
med	-	-	-	-	-	-	-	-	-	-	-	-	-	-	μέζεα	-	-	-	-	-	-	-	-	-	-	-	-
medhi	-	mittar	mádhya	-	-	-	-	-	mēj	-	-	-	-	midjis	ep	-	medius	-	-	-	-	-	-	-	-	-	-
médhu	-	-	mádhu	mid	mjǫðr	medvědь	-	-	-	-	maδu	-	-	-	μέθυ	-	-	-	medùs	-	-	-	-	-	-	-	-
mē̆gh	-	-	-	-	-	-	-	-	-	-	-	-	-	mēgs	περιημεκτέω	-	-	-	mė́gstu	-	-	-	-	-	-	-	-
meĝh	-	-	mahas	-	-	-	math	-	mecarem	-	mimaɣžō	-	-	-	ἀγάομαι	-	kelt	-	-	-	-	-	-	-	-	-	alb
mei	-	-	minṓti	tuidmen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mei	-	-	máyatē	-	-	-	-	-	-	-	-	-	-	-	-	-	-	míju	-	-	-	-	-	-	-	-	-
mei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	meō	-	-	-	-	-	-	-	-	-	gr
mei	-	-	mitrá	-	-	-	-	-	-	-	-	-	-	-	hom	-	-	mìemuri	-	-	-	-	-	-	-	-	-
mei	-	-	minā́ti	-	-	-	-	-	-	-	-	-	-	-	μινύθω	-	minor	-	máila	-	-	-	-	-	-	-	-
mei	-	-	mimāti	-	-	-	-	-	-	-	-	-	-	-	μιμίζω	-	minurriō	-	-	-	-	-	-	-	-	-	-
mēi	-	-	mēdha	mōith	-	mirъ	mirë	-	-	-	-	mwydo	-	-	-	-	mītis	atmist	-	-	-	-	-	-	-	-	-
meiĝh	-	mistil	mḗhati	-	mīga	-	-	-	mizem	-	maēzaiti	-	-	-	ὀμείχειν	-	-	-	mę̃žù	meisch	-	-	-	-	mězga	-	μοιχός
meigʷ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ἀμείβω	-	migrō	-	-	-	-	-	-	-	-	-	-
meik̂	-	miskan	mēkṣáyati	mesc	-	-	-	-	-	-	minašti	mysgu	-	-	μίγνῡμι	-	misceō	misêt	maĩštas	-	-	-	-	-	-	-	apr
meino	mǣnan	meina	-	mían	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	maini̯ō	-	-
meis	-	-	miṣáti	-	-	mьšelъ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
meith	-	-	-	-	-	-	-	-	-	-	maēɵanǝm	-	-	-	-	-	-	mitiât	mintù	-	-	-	-	-	-	-	-
meith	-	ags	míthūṣ	messa	-	mьstь	-	-	-	-	-	-	-	maiþms	sizil	-	mūtō	-	-	-	-	-	-	-	-	-	unten
mek	-	-	makamakāyatē	-	-	-	-	-	maki	-	-	-	-	-	hom	-	micciō	-	mekenù	meckatzen	-	-	-	-	-	-	-
mel	-	-	mrityati	-	-	-	-	-	malem	-	-	-	-	-	μύλη	-	-	-	-	-	-	-	-	-	-	-	got
mel	-	-	-	-	-	-	-	-	meɫ	-	mairya	mall	-	-	μέλεος	-	-	-	mẽlas	-	mell	-	-	-	-	-	-
mel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	μέλλω	-	-	-	-	-	-	-	-	-	-	-	-
mel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	μάλα	-	melior	milns	-	-	-	-	-	-	-	-	germ
mel	-	-	márman	-	-	-	-	-	-	-	-	-	-	-	μέλος	-	-	-	-	-	-	-	-	-	-	-	-
mel	-	-	maliná	-	-	-	melеnë	-	-	-	-	-	-	mēla	μέλᾱς	-	mulleus	-	mul̃vas	-	-	-	-	malína	-	-	ahd
mel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	μαλλός	-	-	-	mìlas	-	-	-	-	-	-	-	-
mel	-	-	maṇi	-	-	-	mol	-	-	-	-	-	-	-	μολει̃ν	-	-	mala	ýgmala	-	mul	-	-	-	-	-	-
meldh	-	-	-	-	-	moljǫ	-	-	maltem	-	-	-	-	-	-	maaltai	-	-	meldžiù	-	-	-	-	molítь	-	-	-
meldh	-	-	-	-	poet	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mē̆lĝ	-	-	mā́ršṭi	-	-	-	-	-	-	-	marǝzaiti	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
melĝh	-	-	malhá	-	-	-	-	-	-	-	mǝrǝzāna	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
melit	-	-	-	mil	-	-	mjal	-	meɫr	-	-	usw	-	miliþ	μέλι	milit	mel	-	-	-	-	-	-	-	-	-	μείλιχος
melk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mulceō	-	-	-	-	-	-	-	-	-	-
melk	-	-	-	-	-	-	-	-	-	-	-	-	-	milhma	μέλκιον	-	-	-	-	milgen	-	-	-	-	melko	-	-
mēlo	-	-	-	mīl	-	-	-	-	-	-	-	-	-	-	μη̃λον	-	-	-	-	-	-	-	-	-	-	-	-
melōdh	molda	-	mūrdhán	-	-	-	-	-	-	-	-	-	-	-	βλωθρός	-	-	-	-	-	-	-	-	-	-	-	-
mels	-	-	-	mlas	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	molsátь	-	-	-
membh	-	-	-	mebul	-	-	-	-	-	-	-	-	-	bimampjan	μέμφομαι	-	-	-	-	-	-	-	-	-	-	-	-
mēmso	-	-	māṁsá	mīr	-	-	mish	-	mis	-	-	-	-	mimz	μη̃νιγξ	-	membrum	-	žem	-	-	-	-	-	męzdra	-	-
men	-	-	-	-	mø̄nir	-	-	-	-	-	framanyente	mant	-	-	-	-	ēmineō	-	-	-	-	-	-	-	-	-	-
men	-	-	carmamnās	-	-	-	-	-	-	-	-	mathru	-	-	μνίον	-	-	-	minù	-	men	-	-	-	-	-	-
men	-	-	mānáyati	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	menù	-	-	-	-	-	-	-	-
men	-	-	man	ainmne	-	-	-	-	mnam	-	-	-	-	-	μένω	miimmai	maneō	-	-	-	-	-	-	-	-	-	-
mend	-	manzon	-	-	-	-	ment	-	-	-	-	-	-	-	-	-	-	-	-	-	menn	-	-	-	-	-	-
mendā	-	-	mindā́	mennar	-	-	-	-	-	-	-	-	-	-	-	-	mendum	-	-	-	-	-	-	-	-	-	-
mendh	-	mendī	mēdhā́	-	-	-	mund	-	-	-	-	mynnu	-	mundōn	μανθάνω	-	-	muôdrs	mañdras	-	-	-	-	-	-	-	-
menegh	-	-	maghá	menicc	-	mъnogъ	-	-	-	-	-	-	-	manags	-	-	-	-	-	-	-	-	-	-	-	-	-
menǝk	mengan	-	maṅkú	-	-	mękъkъ	mekem	-	-	-	-	-	-	-	ion	-	-	-	mìnkau	-	-	-	-	-	-	-	-
meng	-	-	mañjú	-	-	-	-	-	-	-	-	-	-	-	μάγγανον	-	-	-	-	-	meng	-	-	-	-	-	-
meni	-	muniwa	mīná	-	-	-	-	-	-	-	-	-	-	-	μαίνη	-	-	-	-	-	-	-	-	-	-	-	-
mēnōt	-	-	mā́s	-	-	-	muai	-	amis	-	-	-	-	-	att	-	-	-	-	-	-	-	-	-	-	-	-
menth	-	-	mánthati	-	mǫndull	-	-	-	-	-	-	-	-	-	μόθος	-	osk	-	mentùris	-	-	-	-	-	-	-	-
menth	-	mindil	math	-	minnask	-	-	-	-	-	-	mant	-	munþs	-	-	mandō	-	-	-	-	-	-	-	-	-	-
mer	-	-	-	-	-	-	-	-	-	-	-	-	-	-	μέρμῑς	-	-	-	-	-	-	-	-	-	-	-	-
mer	mare	-	márīci	-	-	-	-	-	-	-	-	-	-	-	μαρμαίρω	-	merus	-	-	-	brī	-	-	dial	-	-	-
mer	-	-	-	-	-	-	-	-	-	-	-	-	-	-	μόρνον	-	-	-	mùršinu	-	-	-	-	maráju	-	-	-
mer	-	-	marati	-	-	mьrǫ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mer	-	maro	mr̥ṇāti	mrath	merja	-	-	-	-	-	-	-	-	-	μαραίνω	marriattari	mortārium	-	-	-	meirle	-	-	-	-	-	at
mer	āmierran	-	mŕ̥ṣyate	-	-	-	-	-	moṙanam	-	-	-	-	marzjan	-	-	-	-	mirštù	-	-	-	-	-	-	-	-
merǝdh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	βράσσω	-	-	mùrdêt	-	-	-	-	-	-	-	-	-
mereĝ	-	-	-	mruig	-	-	-	-	-	-	-	-	-	marka	-	-	margō	-	-	-	-	-	-	-	-	-	-
meregh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	βρέχω	-	-	merguôt	-	-	-	-	-	-	-	-	-
merĝ	-	-	mr̥ṇajāni	-	-	-	-	-	meržem	-	-	-	-	-	ἀμέργω	-	mergae	-	-	-	-	-	-	-	-	-	-
meri̯o	-	-	-	-	-	-	shemërë	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
merk̂	-	-	mr̥śáti	-	-	-	-	-	-	-	-	-	-	-	-	-	merx	-	-	-	-	-	-	-	-	-	-
merk	-	-	-	-	-	-	-	-	-	-	-	-	embrekton	-	-	-	marceō	-	-	meren	brēn	-	-	-	-	-	-
merk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
